7;2021;10014078;2118548;2118548;81;61596;11656;51520
7;2021;10014078;2482568;2482568;83;61626;46922;192380
7;2021;10014078;2068613;2068613;83;61630;105427;411165
7;2021;10014078;2367998;2367998;83;61715;36358;151613
7;2021;10014078;2271958;2271958;82;61755;31735;133922
7;2021;10014078;2435179;2435179;82;61825;38221;164733
7;2021;10014078;2182106;2182106;81;62033;21640;86993
7;2021;10014078;2482738;2482738;81;62064;19061;79484
7;2021;10014078;2192527;2192527;83;62233;16111;66377
7;2021;10014078;2429365;2429365;83;62240;22468;98859
7;2021;10014078;2340976;2340976;83;62245;27791;111720
7;2021;10014078;2127806;2127806;83;62340;52301;204497
7;2021;10014078;2257009;2257009;83;62366;30745;122980
7;2021;10014078;2435292;2435292;83;62393;39018;159193
7;2021;10014078;4478223;4478223;83;62405;77820;303498
7;2021;10014078;2186331;2186331;83;62419;16709;68507
7;2021;10014078;2151952;2151952;83;62422;58441;248374
7;2021;10014078;2037874;2037874;82;62435;49261;210837
7;2021;10014078;2008319;2008319;82;63032;22750;89863
7;2021;10014078;2308746;2308746;82;63043;45045;183333
7;2021;10014078;2395673;2395673;80;64013;48886;195055
7;2021;10014078;2592789;2592789;80;64054;23368;93005
7;2021;10014078;2553619;2553619;80;64201;19783;86650
7;2021;10014078;2618249;2618249;80;64419;38240;162138
7;2021;10014078;2168901;2168901;80;64638;7451;28463
7;2021;10014078;2428725;2428725;80;65035;28951;122173
7;2021;10014078;2320428;2320428;80;65050;20963;89512
7;2021;10014078;2257840;2257840;80;65085;52534;216440
7;2021;10014078;2511380;2511380;80;65115;13084;55345
7;2021;10014078;2428563;2428563;80;65155;22010;97945
7;2021;10014078;2124645;2124645;81;66043;32059;135930
7;2021;10014078;2511576;2511576;81;66066;20418;77180
7;2021;10014078;2347652;2347652;81;66081;22444;94265
7;2021;10014078;2211785;2211785;81;66108;34202;148779
7;2021;10014078;2395851;2395851;81;66116;31941;128722
7;2021;10014078;2538245;2538245;81;66132;24454;102707
7;2021;10014078;2596032;2596032;81;66191;23331;94491
7;2021;10014078;2320070;2320070;81;66233;42439;178668
7;2021;10014078;2135469;2135469;81;66247;26299;97832
7;2021;10014078;2413183;2413183;81;66327;3510;14777
7;2021;10014078;2281562;2281562;80;67018;25414;104706
7;2021;10014078;2177277;2177277;80;67039;28773;110776
7;2021;10014078;2410711;2410711;80;67171;1936;7899
7;2021;10014078;2475596;2475596;89;117035;29313;134840
7;2021;10014078;2349329;2349329;88;120041;57368;228325
7;2021;10014078;2030721;2030721;86;120140;22764;93560
7;2021;10014078;2560321;2560321;86;120184;7576;33259
7;2021;10014078;2011310;2011310;88;120296;6049;24196
7;2021;10014078;2506882;2506882;88;120349;13387;55690
7;2021;10014078;2141621;2141621;86;120915;31123;123870
7;2021;10014078;2011131;2011131;89;121084;40664;152490
7;2021;10014078;2098237;2098237;89;121087;7213;32819
7;2021;10014078;2103168;2103168;89;121088;21380;90865
7;2021;10014078;2416701;2416701;88;121184;31851;124219
7;2021;10014078;2501040;2501040;88;121331;18958;78297
7;2021;10014078;2185326;2185326;88;121390;16909;69327
7;2021;10014078;2551691;2551691;86;121398;4937;21081
7;2021;10014078;2308690;2308690;88;126137;6269;26581
7;2021;10014078;2423545;2423545;89;126714;50349;212473
7;2021;10014078;2362881;2362881;89;126725;49215;192431
7;2021;10014078;2049007;2049007;89;126726;24492;103356
7;2021;10014078;2092336;2092336;89;126731;21943;96549
7;2021;10014078;2468280;2468280;89;126734;29531;133775
7;2021;10014078;2259541;2259541;86;130288;96125;403725
7;2021;10014078;2264048;2264048;87;130433;30825;128232
7;2021;10014078;2239167;2239167;87;130787;51334;207903
7;2021;10014078;2044625;2044625;86;130797;8288;33815
7;2021;10014078;2296501;2296501;87;130875;35213;138387
7;2021;10014078;2177340;2177340;87;130950;27057;115804
7;2021;10014078;2058197;2058197;87;130961;22363;88110
7;2021;10014078;2319543;2319543;87;130966;8753;35712
7;2021;10014078;2111403;2111403;86;131030;18502;69568
7;2021;10014078;2591332;2591332;86;131063;21561;88184
7;2021;10014078;2440229;2440229;87;131925;28193;122358
7;2021;10014078;2520761;2520761;87;131934;5165;23139
7;2021;10014078;2085801;2085801;87;131935;9882;44173
7;2021;10014078;2632195;2632195;87;131942;25035;106148
7;2021;10014078;2430291;2430291;87;131988;29092;128878
7;2021;10014078;2430037;2430037;87;131989;9536;44533
7;2021;10014078;2104997;2104997;86;133078;16645;65248
7;2021;10014078;2112027;2112027;89;133137;4606;19622
7;2021;10014078;2112116;2112116;89;133142;17637;72488
7;2021;10014078;2509237;2509237;86;133220;17387;75633
7;2021;10014078;2510472;2510472;87;133275;48045;196024
7;2021;10014078;2217627;2217627;86;133290;11827;50146
7;2021;10014078;2509113;2509113;89;133533;27551;116816
7;2021;10014078;2045796;2045796;86;133685;9853;41481
